City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,rio grande,-32.035,-52.0986,64.51,58,7,14.05,BR,1691507108
283,burang,30.25,81.1667,55.09,80,96,5.39,CN,1691507108
284,luderitz,-26.6481,15.1594,70.45,50,0,24.72,NA,1691507108
285,bull savanna,17.8868,-77.5902,86.94,57,34,5.57,JM,1691507108
286,timimoun,29.2639,0.231,111.58,7,0,21.85,DZ,1691507108
287,shalkar,47.8288,59.6258,89.55,27,62,14.43,KZ,1691507109
288,tacuarembo,-31.7333,-55.9833,59.43,49,8,16.87,UY,1691506878
289,brookings,44.3114,-96.7984,72.37,80,0,3.44,US,1691506987
290,gao,16.6362,1.637,96.58,32,37,7.72,ML,1691507109
291,shimoda,34.6667,138.95,79.11,90,47,6.06,JP,1691507109
292,djambala,-2.5447,14.7533,86.0,35,83,0.65,CG,1691506942
293,tshikapa,-6.4167,20.8,98.49,17,13,0.72,CD,1691507110
294,betio village,1.358,172.9211,80.64,69,100,1.66,KI,1691507110
295,ketchikan,55.3422,-131.6461,57.67,100,100,4.61,US,1691507110
296,chibougamau,49.9168,-74.3659,58.62,94,100,10.36,CA,1691507111
297,tiksi,71.6872,128.8694,49.01,75,14,0.76,RU,1691507111
298,kalispell,48.1958,-114.3129,67.68,63,0,0.0,US,1691507111
299,saint-joseph,-21.3667,55.6167,70.18,76,36,8.46,RE,1691507111
300,borogontsy,62.6683,131.1683,52.95,59,23,3.67,RU,1691507111
301,glubokoye,50.1456,82.3114,69.55,49,19,8.95,KZ,1691507112
302,gizo,-8.103,156.8419,78.78,84,100,15.52,SB,1691507112
303,zheleznodorozhnyy,55.7503,38.0042,78.98,68,80,7.92,RU,1691507112
304,severo-yeniseyskiy,60.3725,93.0408,54.7,97,93,4.43,RU,1691507112
305,flying fish cove,-10.4217,105.6791,76.68,83,100,12.66,CX,1691507112
306,port saint john's,-31.6229,29.5448,67.03,77,33,18.16,ZA,1691507113
307,yigo village,13.5361,144.8886,79.32,91,0,8.05,GU,1691507113
308,zhigalovo,54.8097,105.1578,66.18,76,100,1.97,RU,1691507113
309,tucuma,-0.1833,-50.05,86.65,65,43,7.76,BR,1691507114
310,haiku-pauwela,20.9219,-156.3051,77.02,66,0,20.71,US,1691507114
311,gewane,10.1664,40.6453,96.21,28,69,2.15,ET,1691507114
312,adi keyh,14.8444,39.3772,67.84,54,75,3.91,ER,1691507114
313,biltine,14.5333,20.9167,88.66,47,99,8.43,TD,1691507114
314,dudinka,69.4058,86.1778,67.62,58,53,5.26,RU,1691506997
315,nizhnesortymskiy,62.4397,71.7603,68.5,62,55,8.43,RU,1691507115
316,kapa'a,22.0752,-159.319,82.38,82,100,20.71,US,1691507115
317,st. john's,47.5649,-52.7093,61.68,88,100,13.8,CA,1691506970
318,bukama,-9.2,25.85,92.88,18,0,5.35,CD,1691507115
319,rawson,-43.3002,-65.1023,56.08,34,10,18.1,AR,1691507115
320,wuxue,29.8506,115.5525,79.84,91,96,4.83,CN,1691507116
321,mana,5.6592,-53.7767,87.04,60,88,3.2,GF,1691507116
322,khovd,48.0056,91.6419,69.49,47,100,9.44,MN,1691507116
323,san luis de la loma,17.2706,-100.8939,86.07,66,0,3.94,MX,1691507116
324,francisco i. madero,29.7059,-107.8043,73.09,47,56,2.89,MX,1691507117
325,sikonge,-5.6333,32.7667,85.66,20,5,6.82,TZ,1691507117
326,kaiapoi,-43.3783,172.6401,39.09,78,7,5.75,NZ,1691507117
327,constitucion,-35.3333,-72.4167,55.62,66,36,2.59,CL,1691506836
328,constantia,44.1833,28.65,74.08,56,44,13.87,RO,1691507045
329,golbasi,37.7836,37.6367,100.76,14,0,8.39,TR,1691507117
330,san antonio de pale,-1.4014,5.6325,74.17,76,25,11.95,GQ,1691506998
331,edd,13.9297,41.6925,94.87,54,83,15.26,ER,1691507118
332,puerto aysen,-45.4,-72.7,39.24,100,75,0.0,CL,1691507118
333,nar'yan-mar,67.6713,53.087,63.07,51,64,7.34,RU,1691507118
334,berezovyy,51.6667,135.7,61.83,56,100,4.56,RU,1691507119
335,toba,34.4833,136.85,80.6,89,49,18.68,JP,1691507119
336,negru voda,43.8167,28.2,77.16,44,20,10.8,RO,1691507120
337,albacete,38.8333,-2.0,100.18,24,0,9.22,ES,1691507120
338,farmville,37.3021,-78.3919,82.13,63,100,4.61,US,1691506862
339,mahanoro,-19.9,48.8,69.91,79,7,4.29,MG,1691507120
340,sanski most,44.7653,16.6656,75.54,38,12,6.04,BA,1691507120
341,lerwick,60.1545,-1.1494,51.8,73,100,28.7,GB,1691507121
342,mbanza kongo,-6.267,14.2401,91.62,25,0,6.11,AO,1691507084
343,sinabang,2.4803,96.3801,79.23,79,100,4.09,ID,1691507121
344,nabire,-3.3667,135.4833,75.96,88,97,4.68,ID,1691507121
345,dingli,35.8614,14.3822,78.96,57,20,6.91,MT,1691507121
346,bandarbeyla,9.4942,50.8122,76.33,80,16,32.1,SO,1691507122
347,huarmey,-10.0681,-78.1522,71.35,69,15,8.48,PE,1691507122
348,salahonda,2.1019,-78.7217,80.89,79,87,11.52,CO,1691507122
349,port augusta,-32.5,137.7667,48.38,46,0,5.1,AU,1691507122
350,murun-kuren,49.6342,100.1625,61.12,86,100,0.43,MN,1691507122
351,kavaratti,10.5669,72.642,81.97,79,99,14.79,IN,1691507123
352,callao,-12.0667,-77.15,72.72,68,100,5.75,PE,1691507123
353,vinh,18.6667,105.6667,81.57,71,100,7.52,VN,1691507123
354,fort saskatchewan,53.7168,-113.2187,63.05,86,75,3.44,CA,1691506841
355,lazaro cardenas,17.9583,-102.2,85.73,72,39,4.18,MX,1691507123
356,chaibasa,22.5667,85.8167,77.97,84,100,5.97,IN,1691507123
357,utrik,11.2278,169.8474,82.0,79,89,13.15,MH,1691507124
358,palu,-0.8917,119.8707,75.96,95,33,2.71,ID,1691507124
359,lihue,21.9789,-159.3672,81.64,77,100,20.71,US,1691507125
360,geraldton,-28.7667,114.6,57.61,94,40,3.44,AU,1691507125
361,siwa oasis,29.2041,25.5195,98.17,24,0,10.51,EG,1691507125
362,kongolo,-5.3833,27.0,94.44,22,39,6.46,CD,1691507125
363,iskateley,67.6803,53.1512,62.56,52,62,7.74,RU,1691507126
364,krutinka,56.0055,71.5113,67.87,48,66,5.95,RU,1691507126
365,east london,-33.0153,27.9116,67.14,63,0,19.57,ZA,1691507126
366,broken hill,-31.95,141.4333,50.56,54,0,6.53,AU,1691506952
367,port moresby,-9.4431,147.1797,74.62,78,75,9.22,PG,1691506931
368,luorong,24.4058,109.6086,80.2,88,33,3.29,CN,1691507127
369,puerto baquerizo moreno,-0.9,-89.6,77.99,73,75,13.8,EC,1691507127
370,letterkenny,54.95,-7.7333,64.29,63,98,7.99,IE,1691507128
371,hovd,48.0056,91.6419,69.49,47,100,9.44,MN,1691507128
372,saint-paul,-21.0096,55.2707,71.71,97,24,3.65,RE,1691507128
373,kibre mengist,5.8833,38.9833,67.28,67,76,1.23,ET,1691507128
374,nasir,15.5894,32.5634,98.01,32,50,10.47,SD,1691507128
375,alamo,20.9167,-97.6833,85.64,77,77,2.04,MX,1691507129
376,millerovo,48.9226,40.3967,90.05,29,0,8.57,RU,1691507129
377,vanino,49.0869,140.2543,55.08,97,99,1.95,RU,1691507130
378,sejenane,37.0572,9.2381,77.95,33,0,11.23,TN,1691507130
379,tobelo,1.7284,128.0095,79.11,79,22,5.08,ID,1691507130
380,kralendijk,12.15,-68.2667,89.58,66,20,14.97,BQ,1691507130
381,partille,57.7395,12.1064,55.02,95,75,23.02,SE,1691507131
382,saint-francois,46.4154,3.9054,77.68,33,0,6.91,FR,1691507131
383,usogorsk,63.4106,48.6872,72.14,51,98,4.9,RU,1691507131
384,kosh-agach,50.0,88.6667,58.24,67,98,6.35,RU,1691507131
385,olyokminsk,60.3736,120.4264,64.87,78,2,5.44,RU,1691507131
386,kendari,-3.945,122.4989,73.22,93,100,0.34,ID,1691506942
387,pointe-noire,-4.7761,11.8635,78.87,69,20,8.05,CG,1691507132
388,jogindarnagar,31.9833,76.7667,73.58,88,89,4.36,IN,1691507132
389,pangai,-19.8,-174.35,76.35,86,7,11.16,TO,1691507133
390,katsuren-haebaru,26.3369,127.8719,82.42,97,100,18.41,JP,1691507133
391,aquidauana,-20.4711,-55.7872,95.68,24,0,5.06,BR,1691507133
392,malango,-2.9627,119.9001,66.7,99,62,1.5,ID,1691507133
393,salym,60.0625,71.4789,66.81,63,16,3.87,RU,1691507134
394,obihiro,42.9172,143.2044,64.63,98,100,1.66,JP,1691507134
395,ijevan,40.8783,45.1492,87.53,56,8,4.32,AM,1691507134
396,guazacapan,14.0742,-90.4167,85.66,59,97,0.78,GT,1691507134
397,okhotsk,59.3833,143.3,53.13,71,35,6.64,RU,1691507135
398,tokoroa,-38.2333,175.8667,32.95,90,26,1.21,NZ,1691507135
399,cheyenne,41.14,-104.8203,70.77,65,0,8.05,US,1691507136
400,niafunke,15.9322,-3.9906,103.33,23,71,7.92,ML,1691507136
401,lysianka,49.2523,30.8295,60.69,82,100,8.28,UA,1691507137
402,acapulco de juarez,16.8634,-99.8901,82.22,69,40,8.05,MX,1691507045
403,san andres,12.5847,-81.7006,84.22,84,75,17.27,CO,1691507029
404,twon-brass,4.3151,6.2418,79.81,77,30,15.08,NG,1691507137
405,laela,-8.5667,32.05,77.85,23,5,8.14,TZ,1691507137
406,yoichi,43.2039,140.7703,74.53,91,100,6.11,JP,1691506859
407,vernon,50.2581,-119.2691,74.3,54,100,3.44,CA,1691506944
408,urangan,-25.3,152.9,62.87,77,16,13.78,AU,1691507051
409,castillos,-34.1667,-53.8333,56.75,59,3,9.17,UY,1691507138
410,morondava,-20.2833,44.2833,72.93,70,22,10.78,MG,1691507139
411,lower hutt,-41.2167,174.9167,40.91,96,40,5.75,NZ,1691506964
412,mwinilunga,-11.7358,24.4293,81.03,20,1,7.43,ZM,1691507139
413,shitanjing,39.2342,106.3439,78.76,61,37,19.84,CN,1691507139
414,nantucket,41.2835,-70.0995,73.54,73,100,20.71,US,1691507004
415,yeroham,30.9872,34.9314,86.04,35,0,16.51,IL,1691507140
416,freeport,40.6576,-73.5832,80.11,85,100,13.8,US,1691507086
417,carboneras,37.0015,-1.9213,88.32,60,100,9.95,ES,1691507140
418,palmer,42.1584,-72.3287,80.51,74,75,5.75,US,1691507140
419,malvan,16.0667,73.4667,80.42,82,99,7.54,IN,1691507141
420,polignano a mare,40.9959,17.2159,80.11,45,5,17.05,IT,1691507141
421,santa cecilia,-26.9608,-50.4269,48.45,97,100,6.64,BR,1691507141
422,huinan,42.6225,126.2614,66.33,91,7,1.88,CN,1691507141
423,as sulayyil,20.4607,45.5779,111.45,8,15,6.89,SA,1691507142
424,hami,42.8,93.45,95.22,17,100,15.48,CN,1691507142
425,vila velha,-20.3297,-40.2925,78.75,79,20,21.85,BR,1691506877
426,kununurra,-15.7667,128.7333,62.58,82,30,3.44,AU,1691507142
427,newman,37.3138,-121.0208,73.24,71,0,5.01,US,1691507142
428,fale old settlement,-9.3852,-171.2468,82.8,71,68,13.62,TK,1691507142
429,soderhamn,61.3037,17.0592,59.95,86,100,17.49,SE,1691507143
430,isangel,-19.55,169.2667,68.49,71,81,15.01,VU,1691507143
431,cuamba,-14.8031,36.5372,76.68,37,52,8.48,MZ,1691507143
432,paraparaumu,-40.9167,175.0167,39.85,88,33,2.21,NZ,1691507143
433,ivins,37.1686,-113.6794,88.21,10,0,3.51,US,1691507144
434,zag,46.9441,99.165,68.83,31,100,4.27,MN,1691507144
435,ambodifotatra,-16.9833,49.85,72.63,78,47,7.02,MG,1691507144
436,fortuna,40.5982,-124.1573,60.93,96,100,0.0,US,1691507144
437,tyukhtet,56.5389,89.3011,60.46,75,25,3.09,RU,1691507145
438,catriel,-37.8791,-67.7956,54.86,31,54,2.1,AR,1691507145
439,lodja,-3.4833,23.4333,81.55,57,90,2.21,CD,1691507145
440,nova sintra,14.8667,-24.7167,72.39,73,11,13.94,CV,1691507145
441,sungai penuh,-2.0833,101.3833,65.48,98,88,2.06,ID,1691507146
442,sechura,-5.5569,-80.8222,75.52,66,70,7.49,PE,1691507146
443,at taj,24.2049,23.2857,101.28,12,0,13.76,LY,1691507147
444,bayganin,48.6947,55.8742,89.11,25,19,13.91,KZ,1691507147
445,pimentel,-6.8367,-79.9342,77.29,65,20,12.66,PE,1691507147
446,monrovia,6.3005,-10.7969,80.37,81,99,12.41,LR,1691506946
447,forster,-32.1667,152.5167,44.38,99,7,4.81,AU,1691507148
448,kiunga,-6.1219,141.2906,71.92,85,100,4.36,PG,1691507148
449,yukhnov,54.7444,35.2297,75.65,47,1,7.25,RU,1691507148
450,belmonte,-15.8631,-38.8828,77.85,68,79,6.44,BR,1691506989
451,port macquarie,-31.4333,152.9167,48.88,86,12,6.93,AU,1691507091
452,kuta,-8.7233,115.1723,77.0,88,20,10.36,ID,1691507092
453,xianju,28.85,120.7333,82.47,96,6,0.81,CN,1691507149
454,koge,55.458,12.1821,65.21,56,75,24.16,DK,1691507149
455,kapuskasing,49.4169,-82.4331,68.09,77,75,4.61,CA,1691507099
456,nha trang,12.25,109.1833,86.0,76,5,5.79,VN,1691507150
457,codajas,-3.8367,-62.0569,97.41,32,24,4.21,BR,1691507150
458,majene,-3.5403,118.9707,76.86,82,1,11.05,ID,1691507150
459,cambria,35.5641,-121.0808,61.63,99,50,1.99,US,1691507150
460,gisborne,-38.6533,178.0042,42.75,86,14,5.59,NZ,1691507150
461,tongchuanshi,35.0806,109.0897,74.52,76,5,7.0,CN,1691507151
462,new norfolk,-42.7826,147.0587,42.71,95,72,2.91,AU,1691507151
463,wladyslawowo,54.7909,18.4009,67.55,66,100,19.42,PL,1691507151
464,nenjiang,49.1833,125.2167,61.48,96,100,1.61,CN,1691507151
465,rabaul,-4.1967,152.1721,77.59,84,81,15.12,PG,1691507151
466,suhbaatar,50.2314,106.2078,70.05,77,100,3.62,MN,1691507151
467,nouadhibou,20.931,-17.0347,78.78,65,0,21.85,MR,1691507152
468,maceio,-9.6658,-35.7353,80.04,78,75,9.22,BR,1691507031
469,sultanah,24.4926,39.5857,106.25,7,0,14.97,SA,1691507152
470,ceres,37.5949,-120.9577,75.04,69,0,4.61,US,1691507152
471,axim,4.8699,-2.2405,78.51,79,66,13.73,GH,1691507153
472,eastham,41.8301,-69.9739,74.59,81,100,14.97,US,1691507153
473,woolgoolga,-30.1106,153.2007,53.47,85,18,10.0,AU,1691507153
474,ugoofaaru,5.6667,73.0,82.47,77,87,13.96,MV,1691507153
475,karratha,-20.7377,116.8463,70.95,59,2,3.09,AU,1691507154
476,calabazar de sagua,22.6447,-79.8961,90.07,66,40,11.5,CU,1691507154
477,shixing,24.9482,114.0657,82.74,77,59,1.41,CN,1691507154
478,xingcheng,40.6167,120.7167,74.61,66,86,8.86,CN,1691507155
479,tepecoacuilco de trujano,18.3,-99.4833,78.58,69,1,1.28,MX,1691507155
480,buala,-8.145,159.5921,78.17,87,99,6.8,SB,1691507155
481,glace bay,46.1969,-59.957,70.9,88,75,12.66,CA,1691507155
482,atar,20.5169,-13.0499,104.88,14,0,11.48,MR,1691507155
483,gorom-gorom,14.4439,-0.2361,87.46,44,100,2.35,BF,1691507155
484,taro,-8.3862,115.28,69.85,87,46,0.38,ID,1691507156
485,manicore,-5.8092,-61.3003,99.45,33,14,1.16,BR,1691507010
486,nyzhni sirohozy,46.8484,34.3804,88.9,27,41,5.37,UA,1691507156
487,manta,-0.95,-80.7333,78.01,78,100,17.0,EC,1691506939
488,antofagasta,-23.65,-70.4,61.88,73,33,8.84,CL,1691506973
489,deqen,29.9618,90.7188,57.72,75,100,4.34,CN,1691507156
490,kotido,2.9806,34.1331,74.86,60,94,6.58,UG,1691507157
491,errachidia,31.9275,-4.4285,107.65,7,0,4.61,MA,1691507157
492,bontang,0.1333,117.5,77.88,84,24,8.12,ID,1691507157
493,fuerte olimpo,-21.0415,-57.8738,88.97,41,0,4.12,PY,1691507157
494,ceyhan,37.0247,35.8175,89.94,51,0,13.98,TR,1691507157
495,frontera,26.9333,-101.45,85.89,58,0,6.91,MX,1691507158
496,luwuk,-0.9516,122.7875,75.22,88,32,4.23,ID,1691507158
497,sisimiut,66.9395,-53.6735,48.29,60,35,4.9,GL,1691507158
498,tefe,-3.3542,-64.7114,91.51,58,40,8.05,BR,1691507158
499,sisteron,44.1876,5.9462,87.4,13,35,7.43,FR,1691507158
500,ruidoso,33.3317,-105.673,75.56,46,0,11.5,US,1691507158
501,kuala belait,4.5833,114.1833,84.36,82,14,3.58,BN,1691507159
502,myeik,12.4333,98.6,79.65,89,100,8.63,MM,1691507159
503,oriximina,-1.7656,-55.8661,95.38,39,70,7.05,BR,1691507072
504,chaman,30.9236,66.4512,87.96,12,0,7.52,PK,1691507159
505,kampene,-3.6,26.6667,80.31,57,99,1.01,CD,1691507159
506,pauini,-7.7136,-66.9764,95.0,38,94,1.01,BR,1691507159
507,lerdo de tejada,18.6167,-95.5167,83.26,77,22,2.59,MX,1691507159
508,teguise,29.0605,-13.564,71.82,78,20,13.8,ES,1691507160
509,murudeshwara,14.0943,74.4845,79.14,84,100,3.78,IN,1691507160
510,mount gambier,-37.8333,140.7667,43.11,82,20,8.03,AU,1691507160
511,la passe,45.5549,-0.8967,82.63,39,11,10.54,FR,1691507161
512,fort wellington,6.4,-57.6,87.64,62,86,8.1,GY,1691507161
513,papao,-17.75,-149.55,73.08,77,35,11.32,PF,1691507161
514,lesnoy,57.6198,63.0784,71.73,61,50,3.71,RU,1691507161
515,sadovoye,47.7764,44.5089,99.01,26,0,12.33,RU,1691507162
516,vorkuta,67.5,64.0,54.95,73,100,11.34,RU,1691507162
517,minas de marcona,-15.2119,-75.1103,61.99,63,13,10.33,PE,1691507162
518,nishinoomote,30.7333,131.0,81.46,90,100,55.81,JP,1691507163
519,aur,8.1499,171.1687,82.56,77,79,13.6,MH,1691507163
520,akureyri,65.6835,-18.0878,57.13,67,100,13.8,IS,1691507163
521,yuanping,38.7153,112.7575,72.81,86,5,2.01,CN,1691507163
522,dwarka,22.2394,68.9678,81.27,85,100,22.73,IN,1691507164
523,port isabel,26.0734,-97.2086,92.01,67,20,13.8,US,1691507164
524,piterka,50.6803,47.4454,89.65,27,0,6.91,RU,1691507164
525,tindouf,27.6711,-8.1474,113.45,11,100,4.61,DZ,1691507164
526,tshabong,-26.05,22.45,76.75,10,1,5.59,BW,1691507164
527,mbandaka,0.0487,18.2603,74.79,89,96,4.83,CD,1691507165
528,mahina,-17.5065,-149.489,73.17,88,75,4.61,PF,1691507165
529,saudarkrokur,65.7461,-19.6394,53.33,63,85,7.49,IS,1691507165
530,colonia menno,-22.3667,-59.8167,79.3,55,26,7.49,PY,1691507166
531,lowestoft,52.4752,1.7516,67.96,77,100,14.94,GB,1691507166
532,mandal,25.45,74.5667,79.72,74,91,12.84,IN,1691507166
533,dellys,36.9172,3.9131,82.78,60,0,18.21,DZ,1691507167
534,ayancik,41.9447,34.5861,80.47,76,18,10.45,TR,1691507167
535,reggane,26.7158,0.1714,113.32,7,0,16.93,DZ,1691507167
536,samana,19.2056,-69.3369,80.82,83,75,4.61,DO,1691507168
537,iquique,-20.2208,-70.1431,68.04,65,0,8.14,CL,1691507099
538,hancheng,32.5186,112.3522,78.57,76,21,6.62,CN,1691507168
539,dalbandin,28.8947,64.4101,96.01,8,0,10.98,PK,1691507168
540,laiya,13.675,121.3903,84.09,80,80,1.99,PH,1691507168
541,labrador city,52.9463,-66.9114,60.71,63,75,9.22,CA,1691507169
542,port hueneme,34.1478,-119.1951,72.27,87,75,5.75,US,1691507170
543,salina cruz,16.1667,-95.2,87.84,60,7,8.28,MX,1691507170
544,ambovombe,-25.1667,46.0833,69.44,80,5,10.2,MG,1691507170
545,cockburn town,21.4612,-71.1419,83.71,86,0,16.82,TC,1691507170
546,zhezqazghan,47.7833,67.7667,82.98,36,40,4.47,KZ,1691507171
547,saint-philippe,-21.3585,55.7679,71.19,76,43,10.92,RE,1691507171
548,gagnoa,6.1293,-5.9437,78.55,91,75,4.83,CI,1691507171
549,itoman,26.1247,127.6694,82.42,89,100,19.57,JP,1691507171
550,flin flon,54.7682,-101.865,55.24,88,100,10.36,CA,1691507171
551,mandiana,10.6333,-8.6833,83.21,71,80,3.91,GN,1691507172
552,evanston,42.0411,-87.6901,80.49,62,20,8.05,US,1691507172
553,suva,-18.1416,178.4415,72.88,94,75,5.75,FJ,1691507172
554,san francisco,37.7749,-122.4194,63.84,89,20,15.01,US,1691506957
555,fort st. john,56.2499,-120.8529,58.89,94,100,6.91,CA,1691507173
556,baruun-urt,46.6806,113.2792,58.93,83,2,5.53,MN,1691507173
557,gijang,35.2442,129.2139,80.33,87,94,18.14,KR,1691507173
558,konstantinovka,49.6167,127.9833,61.14,95,100,5.82,RU,1691507173
559,san juan de miraflores,-12.1629,-76.9635,71.17,75,31,8.1,PE,1691507173
560,goondiwindi,-28.55,150.3167,55.08,62,82,8.46,AU,1691507174
561,broome,42.2506,-75.833,69.35,91,100,11.5,US,1691507174
562,tahe,52.3333,124.7333,60.17,66,100,4.27,CN,1691507174
563,harstad,68.799,16.5293,78.19,74,8,15.99,NO,1691507174
564,the pas,53.8251,-101.2541,57.22,82,75,10.36,CA,1691507175
